0.000   1.00000000  1000.00000000
0.081   0.99281000  992.81015192
0.290   0.97143700  971.43690200
0.602   0.93457400  934.57363122
0.811   0.90672100  906.72138219
1.019   0.86844300  868.44315758
1.332   0.83522900  835.22897825
1.436   0.83478200  834.78215073
1.540   0.84111200  841.11220733
1.748   0.85876200  858.76189455
1.853   0.86203900  862.03862973
1.957   0.84290000  842.89951743
2.061   0.81616400  816.16433721
2.374   0.73573500  735.73538278
2.790   0.67154100  671.54116175
3.416   0.61956000  619.56022639
3.832   0.58493100  584.93109324
4.041   0.56944100  569.44107239
4.353   0.56028100  560.28110813
4.874   0.54933400  549.33383378
5.083   0.53779100  537.79078940
5.291   0.51239600  512.39609175
5.499   0.48089500  480.89475127
5.916   0.42876500  428.76487340
6.645   0.35697500  356.97458445
7.271   0.29434400  294.34425976
7.826   0.22821400  228.21378612
8.799   0.16200900  162.00884123
9.354   0.13438000  134.38000596
10.327  0.11628300  116.28349121
11.299  0.10742100  107.42141197
12.341  0.10183600  101.83606792
13.383  0.09826100  98.26144772
14.356  0.09617600  96.17625261
15.363  0.09572900  95.72942508
15.849  0.09550600  95.50601132
16.161  0.09543200  95.43154007
16.231  0.09543200  95.43154007
16.353  0.09424000  94.24000000
